Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_green->red	lnL
10292	0.021084	0.022079	0.001638	0.003943	0.906691	-3518.294
10296	0.028537	0.029368	0.002121	0.004671	0.834302	-3518.856
10300	0.027376	0.033444	0.002823	0.005128	0.848221	-3505.788
10304	0.028982	0.027974	0.002403	0.005128	0.825000	-3499.876
10308	0.026618	0.027865	0.003075	0.004502	0.825000	-3513.727
10312	0.027914	0.030889	0.004095	0.004594	0.609841	-3497.537
10316	0.026350	0.026764	0.001517	0.004594	0.802880	-3501.415
10320	0.030411	0.040254	0.001563	0.004789	0.457157	-3503.115
10324	0.030176	0.031545	0.001766	0.005019	0.730140	-3501.169
10328	0.030784	0.033588	0.001067	0.004515	0.772581	-3483.718
10332	0.038975	0.032550	0.001226	0.005152	0.592887	-3518.106
10336	0.034171	0.029771	0.001301	0.005152	0.452830	-3517.683
10340	0.032847	0.027468	0.002575	0.005152	0.441948	-3508.874
10344	0.039802	0.036704	0.004465	0.006275	0.619786	-3525.675
10348	0.031858	0.026898	0.002089	0.005406	0.619786	-3515.051
10352	0.040487	0.031703	0.004661	0.005960	0.553456	-3508.962
10356	0.040585	0.037383	0.004398	0.005960	0.649060	-3513.169
10360	0.031624	0.026903	0.003707	0.004270	0.582005	-3528.353
10364	0.026126	0.023891	0.004112	0.003594	0.712054	-3512.683
10368	0.026640	0.023072	0.003734	0.003304	0.769839	-3508.770
10372	0.024766	0.033122	0.004298	0.003609	0.484550	-3527.324
10376	0.022875	0.028168	0.003322	0.003294	0.766378	-3510.086
10380	0.018503	0.025403	0.002184	0.002624	0.642733	-3511.531
10384	0.022598	0.030303	0.001148	0.003101	0.755212	-3514.409
10388	0.021841	0.036885	0.001947	0.003479	0.957413	-3499.895
10392	0.020861	0.030456	0.001715	0.003342	1.095734	-3501.668
10396	0.019812	0.037637	0.002062	0.003342	1.095734	-3506.585
10400	0.018710	0.028943	0.001725	0.003224	0.785094	-3520.299
10404	0.020248	0.028432	0.001925	0.003224	0.836703	-3502.282
10408	0.018265	0.029231	0.002302	0.003224	0.367566	-3502.222
10412	0.017952	0.025625	0.003859	0.003224	0.538566	-3503.877
10416	0.019253	0.036584	0.002767	0.003992	0.703762	-3507.356
10420	0.018162	0.023870	0.003514	0.003486	0.613820	-3475.589
10424	0.013810	0.023796	0.002627	0.003061	0.480400	-3487.552
10428	0.013845	0.024629	0.005320	0.003191	0.390853	-3499.556
10432	0.016129	0.025937	0.001909	0.003614	0.891185	-3503.403
10436	0.014996	0.026888	0.001643	0.003171	1.009244	-3505.603
10440	0.015976	0.018692	0.002417	0.003171	1.009244	-3493.827
10444	0.013044	0.018624	0.001391	0.002673	1.009244	-3513.016
10448	0.013177	0.021479	0.001024	0.002849	0.930417	-3516.131
10452	0.012222	0.016598	0.001263	0.002849	0.799900	-3512.305
10456	0.014214	0.021291	0.001072	0.003225	1.269254	-3532.547
10460	0.015394	0.034440	0.002352	0.004330	0.552437	-3520.327
10464	0.016039	0.029107	0.001873	0.004386	0.743322	-3515.030
10468	0.016611	0.032562	0.001552	0.004522	0.797025	-3522.754
10472	0.015885	0.027981	0.002107	0.004522	0.585541	-3528.582
10476	0.017551	0.033875	0.002503	0.005027	0.585541	-3515.158
10480	0.018731	0.036469	0.003386	0.005027	0.693773	-3514.200
10484	0.018771	0.032079	0.002147	0.005027	0.640613	-3522.834
10488	0.021510	0.034930	0.001337	0.005654	0.735379	-3518.433
10492	0.017008	0.024583	0.001008	0.004273	0.597653	-3520.620
10496	0.015892	0.030249	0.001091	0.004509	0.597653	-3535.172
10500	0.014847	0.020719	0.000908	0.004509	0.548366	-3539.183
10504	0.016318	0.019251	0.000855	0.004509	0.805510	-3512.866
10508	0.013031	0.016927	0.000526	0.003829	0.591281	-3537.052
10512	0.012578	0.018721	0.000926	0.003829	0.604198	-3497.178
10516	0.012490	0.017256	0.000752	0.003829	0.604198	-3503.057
10520	0.012464	0.019937	0.001187	0.003829	0.484508	-3496.176
10524	0.012049	0.022417	0.000662	0.003829	0.488751	-3506.903
10528	0.014849	0.021174	0.001027	0.004137	0.457345	-3497.568
10532	0.013372	0.023167	0.001642	0.004061	0.672192	-3486.840
10536	0.015413	0.018855	0.001649	0.004061	0.566321	-3510.658
10540	0.010966	0.015293	0.000939	0.003410	0.566321	-3495.952
10544	0.012146	0.028045	0.001060	0.004138	0.647540	-3508.762
10548	0.016312	0.029244	0.000918	0.005176	0.647540	-3500.028
10552	0.013860	0.020518	0.001128	0.004594	0.425087	-3493.969
10556	0.015658	0.018559	0.001306	0.004773	0.359116	-3507.918
10560	0.013153	0.018583	0.001901	0.004121	0.724102	-3506.335
10564	0.012399	0.017932	0.001893	0.003876	0.797034	-3505.281
10568	0.012320	0.023185	0.000896	0.003919	0.339724	-3504.480
10572	0.012384	0.023010	0.001590	0.003821	0.849095	-3518.824
10576	0.011901	0.017747	0.001095	0.003821	0.849095	-3513.218
10580	0.012081	0.015538	0.002117	0.003821	0.604967	-3520.685
10584	0.009822	0.018228	0.001133	0.003821	0.589539	-3517.907
10588	0.011426	0.020967	0.002379	0.004740	0.386110	-3520.343
10592	0.009390	0.016215	0.001049	0.003718	0.578638	-3507.584
10596	0.011878	0.019889	0.001762	0.004436	0.769004	-3509.925
10600	0.011326	0.022350	0.002054	0.003937	0.769004	-3509.746
10604	0.015012	0.031107	0.001920	0.005008	0.795015	-3531.904
10608	0.018202	0.028731	0.002071	0.005988	0.429698	-3493.843
10612	0.017384	0.033684	0.001870	0.005347	0.429698	-3505.647
10616	0.018215	0.032429	0.001899	0.005347	0.556518	-3520.592
10620	0.019329	0.034218	0.002464	0.005347	0.489750	-3508.293
10624	0.018057	0.030152	0.001646	0.005277	0.460775	-3490.440
10628	0.013565	0.024194	0.001137	0.004069	0.485860	-3502.796
10632	0.015857	0.028156	0.000897	0.004069	0.731739	-3497.774
10636	0.015971	0.018163	0.001150	0.003327	1.153102	-3496.003
10640	0.019026	0.023744	0.000922	0.003802	1.153102	-3500.568
10644	0.017722	0.023450	0.001443	0.003802	0.705638	-3499.049
10648	0.015462	0.025112	0.002491	0.003802	0.705638	-3494.010
10652	0.017897	0.026370	0.001862	0.003802	0.585720	-3481.753
10656	0.018475	0.020126	0.001457	0.003802	0.865092	-3508.536
10660	0.017478	0.022808	0.002406	0.003802	0.544895	-3512.448
10664	0.016808	0.016475	0.001866	0.003750	0.860472	-3483.931
10668	0.016954	0.016088	0.001569	0.003560	0.437378	-3485.795
10672	0.017057	0.019860	0.001401	0.003574	0.712840	-3485.208
10676	0.017379	0.015925	0.002188	0.003574	0.518502	-3512.470
10680	0.012583	0.016253	0.002722	0.003062	0.642753	-3489.444
10684	0.012669	0.018972	0.001104	0.003062	0.539624	-3511.960
10688	0.013988	0.025996	0.001319	0.003111	0.584230	-3505.376
10692	0.014000	0.024382	0.001134	0.003111	0.659186	-3493.857
10696	0.011257	0.019921	0.001076	0.002772	0.494070	-3491.599
10700	0.012245	0.020908	0.001409	0.002720	0.803149	-3504.861
10704	0.010531	0.015234	0.001621	0.002335	0.598870	-3517.891
10708	0.010987	0.014671	0.001139	0.002335	0.485655	-3510.920
10712	0.010631	0.021892	0.001719	0.002129	0.646371	-3507.298
10716	0.010658	0.014510	0.001166	0.002129	0.646371	-3536.815
10720	0.012412	0.013477	0.000967	0.002129	0.713596	-3518.524
10724	0.016432	0.018163	0.001750	0.002624	0.667985	-3571.259
10728	0.017519	0.013346	0.001675	0.002624	0.449924	-3550.638
10732	0.020919	0.018389	0.002233	0.003091	0.700378	-3531.530
10736	0.019095	0.017952	0.002969	0.002843	0.700378	-3529.681
10740	0.016235	0.014933	0.001760	0.002442	0.733176	-3514.957
10744	0.015160	0.011645	0.001571	0.002340	0.922982	-3519.474
10748	0.017562	0.016189	0.001580	0.002340	0.633851	-3536.576
10752	0.016088	0.014619	0.001310	0.002340	0.370576	-3508.997
10756	0.019156	0.023678	0.001868	0.002685	0.290011	-3554.685
10760	0.021208	0.018612	0.001483	0.002928	0.250776	-3533.484
10764	0.023353	0.021776	0.001577	0.003214	0.343980	-3519.178
10768	0.021077	0.020940	0.000965	0.002703	0.768983	-3520.116
10772	0.022312	0.017828	0.001319	0.002834	0.551444	-3523.790
10776	0.026472	0.021505	0.001385	0.003277	0.474601	-3509.931
10780	0.035323	0.022478	0.002164	0.003964	0.643467	-3512.297
10784	0.036863	0.041256	0.003391	0.003948	0.456060	-3503.583
10788	0.040703	0.031416	0.002197	0.003948	0.638836	-3525.681
10792	0.046210	0.030652	0.003449	0.004521	0.638836	-3530.094
10796	0.045446	0.034703	0.004673	0.004521	0.506391	-3519.996
10800	0.033206	0.021625	0.004710	0.003333	0.453652	-3537.586
10804	0.036178	0.016953	0.002942	0.003265	0.543409	-3531.217
10808	0.034534	0.022133	0.004671	0.003277	0.660147	-3528.789
10812	0.030757	0.020537	0.002081	0.003277	0.798004	-3509.069
10816	0.028673	0.022938	0.001303	0.003017	0.745381	-3518.102
10820	0.026630	0.030661	0.001542	0.003039	0.373949	-3509.541
10824	0.023978	0.025222	0.001735	0.002772	0.373949	-3520.769
10828	0.024462	0.023710	0.001732	0.002772	0.497694	-3487.852
10832	0.022921	0.026284	0.001265	0.002727	0.497694	-3494.759
10836	0.028342	0.038632	0.001688	0.003302	0.407759	-3504.150
10840	0.027547	0.024331	0.002614	0.003293	0.517629	-3495.352
10844	0.027933	0.023626	0.002007	0.003293	0.609857	-3511.566
10848	0.025129	0.028508	0.003905	0.003293	0.798456	-3509.889
10852	0.026078	0.027843	0.002855	0.003063	0.671583	-3508.470
10856	0.022911	0.024062	0.002127	0.002817	0.493678	-3507.201
10860	0.031109	0.028849	0.003440	0.003606	0.564221	-3487.149
10864	0.027512	0.034125	0.003279	0.003860	0.690280	-3492.582
10868	0.029048	0.034214	0.003522	0.003860	0.971734	-3518.035
10872	0.017398	0.018316	0.001689	0.002698	0.671966	-3511.763
10876	0.019090	0.025400	0.002239	0.003037	0.910072	-3517.633
10880	0.023278	0.028488	0.002320	0.003336	0.560421	-3498.803
10884	0.026485	0.022869	0.004029	0.004002	0.423079	-3515.205
10888	0.020607	0.021177	0.003411	0.003469	0.699807	-3511.218
10892	0.021566	0.023925	0.001447	0.003469	0.699807	-3483.594
10896	0.017396	0.019617	0.002069	0.002944	0.536307	-3479.997
10900	0.014495	0.016999	0.001781	0.002428	0.350991	-3518.400
10904	0.014850	0.017498	0.001687	0.002501	0.994649	-3519.356
10908	0.010738	0.011924	0.001120	0.001974	0.484968	-3500.304
10912	0.013689	0.017056	0.001433	0.002368	0.402671	-3484.181
10916	0.013917	0.017098	0.005475	0.002670	0.619050	-3503.296
10920	0.015899	0.016923	0.003005	0.002882	0.619050	-3494.921
10924	0.018952	0.019667	0.003526	0.003377	0.591104	-3495.408
10928	0.017308	0.016979	0.002734	0.002745	0.654834	-3502.388
10932	0.015894	0.017582	0.001702	0.002745	0.367647	-3489.430
10936	0.016174	0.018443	0.001602	0.002745	0.810750	-3515.137
10940	0.017694	0.016182	0.000978	0.002858	0.709073	-3509.877
10944	0.016936	0.017315	0.000993	0.002830	0.709073	-3508.862
10948	0.019202	0.018553	0.001698	0.003317	0.709073	-3511.085
10952	0.011797	0.011022	0.001496	0.002280	0.473502	-3508.279
10956	0.012380	0.013638	0.001144	0.002280	0.531591	-3534.704
10960	0.011554	0.012424	0.001506	0.002280	0.547058	-3495.125
10964	0.012219	0.012546	0.001005	0.002280	0.398746	-3489.107
10968	0.015299	0.017039	0.000952	0.002717	0.471678	-3514.867
10972	0.018658	0.020751	0.001106	0.003130	0.623569	-3512.175
10976	0.021277	0.023130	0.002587	0.003681	0.416629	-3515.458
10980	0.017668	0.024242	0.002223	0.003681	0.411851	-3516.628
10984	0.015555	0.021824	0.002274	0.003210	0.260392	-3514.187
10988	0.018022	0.017281	0.001207	0.003210	0.453796	-3509.851
10992	0.016924	0.016732	0.001522	0.003210	0.846607	-3543.336
10996	0.022684	0.022768	0.001066	0.004194	0.602176	-3525.944
11000	0.019852	0.025899	0.000655	0.004423	0.570626	-3527.111
11004	0.021729	0.020292	0.001017	0.004386	0.495996	-3536.490
11008	0.025292	0.028594	0.002017	0.005920	0.440337	-3536.780
11012	0.028646	0.028116	0.001376	0.006304	0.447513	-3512.451
11016	0.024066	0.027884	0.001399	0.005417	0.618751	-3518.467
11020	0.020930	0.018459	0.001224	0.003702	0.520058	-3528.203
11024	0.025002	0.018304	0.000808	0.004221	0.520058	-3507.257
11028	0.022742	0.020152	0.000954	0.004619	0.447527	-3525.714
11032	0.017496	0.017749	0.001382	0.003805	0.447527	-3532.462
11036	0.019851	0.022241	0.001845	0.003921	0.583508	-3525.018
11040	0.013190	0.017790	0.002155	0.002612	0.562206	-3528.415
11044	0.014176	0.019874	0.001657	0.002612	0.636504	-3538.333
11048	0.014707	0.017760	0.001761	0.002612	0.515600	-3507.418
11052	0.014980	0.017078	0.001299	0.002694	0.714405	-3527.455
11056	0.019390	0.017066	0.001990	0.003154	0.373474	-3510.047
11060	0.019033	0.017063	0.000835	0.002802	0.499792	-3511.661
11064	0.022030	0.018862	0.001319	0.003262	0.851330	-3493.652
11068	0.021144	0.019166	0.001907	0.003262	0.851330	-3479.537
11072	0.020598	0.020699	0.002379	0.003262	0.851330	-3496.856
11076	0.017022	0.015224	0.002096	0.002683	0.851330	-3494.320
11080	0.016854	0.020120	0.002285	0.002683	0.851330	-3513.329
11084	0.019875	0.019106	0.001506	0.003115	0.657537	-3490.516
11088	0.019663	0.018835	0.001567	0.003158	0.396745	-3492.308
11092	0.015146	0.016508	0.001413	0.002696	0.230722	-3517.879
11096	0.019255	0.016279	0.002151	0.002802	0.423124	-3510.340
11100	0.019936	0.016178	0.001382	0.003000	0.275504	-3515.553
11104	0.020500	0.018594	0.001399	0.003281	0.275504	-3505.340
11108	0.018620	0.020448	0.001673	0.003037	0.463202	-3510.691
11112	0.019426	0.020175	0.003509	0.003333	0.647571	-3525.963
11116	0.021519	0.021707	0.001508	0.003333	0.528062	-3515.944
11120	0.021259	0.017502	0.001139	0.003323	0.313052	-3518.712
11124	0.022569	0.020036	0.001644	0.003323	0.449728	-3530.214
11128	0.021602	0.017538	0.001801	0.003323	0.412326	-3531.568
11132	0.020868	0.024368	0.001658	0.003323	0.377239	-3504.006
11136	0.023504	0.025308	0.001926	0.003908	0.420041	-3546.078
11140	0.027015	0.035851	0.001749	0.004555	0.420041	-3510.093
11144	0.017310	0.022071	0.001345	0.003046	0.355556	-3508.842
11148	0.022581	0.033184	0.002158	0.003737	0.471069	-3514.781
11152	0.022812	0.030489	0.004003	0.003971	0.404665	-3487.915
11156	0.022831	0.027912	0.003331	0.003971	0.609346	-3476.311
11160	0.027377	0.033733	0.002494	0.004634	0.609346	-3489.190
11164	0.026618	0.028979	0.002449	0.004634	0.425815	-3527.593
11168	0.019942	0.022576	0.001858	0.003744	0.522769	-3506.566
11172	0.018361	0.024430	0.002484	0.003744	0.522769	-3490.818
11176	0.016445	0.020973	0.003147	0.003073	0.465351	-3497.158
11180	0.016894	0.020677	0.002364	0.003073	0.465351	-3504.814
11184	0.014015	0.018180	0.002636	0.002487	0.795308	-3498.860
11188	0.013938	0.016572	0.002643	0.002528	0.574182	-3480.139
11192	0.018836	0.023675	0.002762	0.003041	0.500778	-3515.564
11196	0.019990	0.019405	0.002009	0.003041	0.309215	-3485.862
11200	0.017799	0.022626	0.001788	0.003041	0.341337	-3498.651
11204	0.017448	0.027103	0.001264	0.003041	0.467954	-3511.956
11208	0.016349	0.021127	0.001816	0.003041	0.436653	-3494.069
11212	0.019086	0.026220	0.001155	0.003301	0.785025	-3497.779
11216	0.021766	0.028006	0.002101	0.003469	0.772144	-3490.536
11220	0.017392	0.023545	0.001828	0.003012	0.772144	-3486.141
11224	0.018003	0.026821	0.001761	0.003012	0.591623	-3476.308
11228	0.016488	0.026372	0.004444	0.002865	0.863565	-3479.435
11232	0.015374	0.026176	0.002951	0.002865	0.494892	-3504.786
11236	0.013723	0.017547	0.002155	0.002865	0.506370	-3493.670
11240	0.012959	0.016331	0.002422	0.002696	0.506370	-3493.742
11244	0.015154	0.019666	0.001410	0.003122	0.506370	-3494.422
11248	0.014518	0.017986	0.002851	0.003122	0.506370	-3496.849
11252	0.017203	0.019709	0.002260	0.003122	0.478258	-3506.053
11256	0.019254	0.025750	0.003376	0.003796	0.478258	-3495.334
11260	0.019055	0.027400	0.002547	0.004679	0.378287	-3504.477
11264	0.016595	0.020572	0.001734	0.003798	0.401755	-3490.791
11268	0.017386	0.024125	0.002613	0.003798	0.352884	-3492.399
11272	0.016520	0.022198	0.003632	0.003798	0.526161	-3517.468
11276	0.016088	0.020206	0.002019	0.003798	0.386176	-3505.280
11280	0.015156	0.023348	0.001462	0.003873	0.422936	-3493.776
11284	0.017379	0.025447	0.001853	0.003873	0.595941	-3510.465
11288	0.016328	0.025656	0.001709	0.003607	0.366766	-3489.205
11292	0.013826	0.017737	0.003589	0.002898	0.607256	-3483.292
11296	0.014326	0.018400	0.003917	0.002898	0.607256	-3501.379
11300	0.022421	0.019822	0.003695	0.003790	0.366173	-3485.370
11304	0.031397	0.025963	0.006298	0.005243	0.483800	-3492.807
11308	0.022694	0.024582	0.004084	0.004445	0.605116	-3496.126
11312	0.024821	0.027112	0.002257	0.004935	0.549085	-3503.801
11316	0.026691	0.028123	0.002386	0.005439	0.447605	-3501.165
11320	0.022972	0.031658	0.001611	0.004914	0.554036	-3492.107
11324	0.022830	0.024163	0.002040	0.005034	0.492884	-3502.400
11328	0.020658	0.028218	0.001551	0.005034	0.492884	-3513.653
11332	0.021479	0.021696	0.001456	0.005155	0.435237	-3506.375
11336	0.020590	0.021845	0.003679	0.005054	0.334951	-3494.904
11340	0.021097	0.023846	0.006025	0.005139	0.402302	-3503.869
11344	0.022260	0.022406	0.003928	0.004892	0.586597	-3502.777
11348	0.020937	0.031800	0.002367	0.004892	0.586597	-3503.020
11352	0.022805	0.020732	0.001863	0.004892	0.618260	-3529.272
11356	0.026554	0.033074	0.002733	0.005554	0.416996	-3514.388
11360	0.023995	0.029589	0.001670	0.005045	0.362417	-3518.879
11364	0.021923	0.025026	0.002277	0.004714	0.415038	-3533.006
11368	0.020037	0.024905	0.002108	0.004150	0.329280	-3513.533
11372	0.021682	0.021947	0.002879	0.004150	0.474925	-3503.468
11376	0.017766	0.024474	0.003167	0.004150	0.679031	-3512.109
11380	0.016928	0.027916	0.002089	0.004150	0.531766	-3512.319
11384	0.019397	0.025291	0.001435	0.004467	0.353684	-3512.383
11388	0.018779	0.019678	0.002451	0.004467	0.353684	-3519.172
11392	0.021347	0.019426	0.002025	0.004467	0.518529	-3509.851
11396	0.019645	0.019082	0.002141	0.004218	0.804433	-3502.395
11400	0.023416	0.021658	0.002415	0.004758	0.748112	-3503.771
11404	0.022180	0.021226	0.003002	0.004758	0.441278	-3510.215
11408	0.022392	0.021582	0.003080	0.004758	0.572892	-3512.386
11412	0.026744	0.021588	0.003737	0.005419	0.588944	-3525.039
11416	0.023259	0.022240	0.001826	0.004759	0.626717	-3517.555
11420	0.023117	0.018708	0.003333	0.004759	0.626717	-3523.852
11424	0.026305	0.021193	0.002880	0.004759	0.462890	-3514.602
11428	0.024591	0.022815	0.004346	0.004759	0.599936	-3529.363
11432	0.020518	0.027305	0.002253	0.004283	0.289628	-3500.286
11436	0.020450	0.031641	0.003939	0.004886	0.319889	-3504.028
11440	0.021666	0.028090	0.003444	0.004433	0.353820	-3521.478
11444	0.022288	0.028241	0.003615	0.004433	0.390380	-3526.165
11448	0.025553	0.030287	0.002244	0.004433	0.578359	-3534.311
11452	0.020031	0.024748	0.001060	0.003646	0.850399	-3530.068
11456	0.022287	0.027988	0.001101	0.003646	0.850399	-3506.291
11460	0.022627	0.023006	0.001525	0.003646	0.716640	-3528.925
11464	0.023052	0.025557	0.001854	0.003585	0.611437	-3541.403
11468	0.019823	0.022693	0.002708	0.003585	0.396907	-3516.176
11472	0.016930	0.024782	0.003348	0.002907	0.758175	-3503.404
11476	0.014511	0.020132	0.006148	0.002907	1.012552	-3510.833
11480	0.013661	0.016357	0.002970	0.002569	0.600885	-3506.697
11484	0.016481	0.029253	0.007605	0.003289	0.600885	-3509.494
11488	0.017508	0.020842	0.003957	0.003289	0.503613	-3491.055
11492	0.014735	0.019031	0.001205	0.002707	0.503613	-3513.343
11496	0.016667	0.015308	0.001328	0.002707	0.546568	-3524.315
11500	0.016086	0.018523	0.001973	0.002927	0.370473	-3521.119
11504	0.019430	0.015493	0.001909	0.002927	0.559323	-3510.787
11508	0.019674	0.019008	0.003268	0.002927	0.832663	-3505.926
11512	0.020332	0.022737	0.002903	0.002927	0.839168	-3504.423
11516	0.018396	0.022399	0.001280	0.002528	0.839168	-3514.888
11520	0.017645	0.020848	0.001478	0.002504	0.729209	-3527.318
11524	0.018115	0.018597	0.001166	0.002314	0.781581	-3506.785
11528	0.018260	0.019526	0.001507	0.002314	0.530310	-3504.907
11532	0.015496	0.015138	0.000946	0.002027	0.465202	-3510.082
11536	0.014402	0.015305	0.001129	0.002027	0.507120	-3497.422
11540	0.015281	0.017213	0.001002	0.002189	0.742928	-3503.957
11544	0.014945	0.017821	0.000946	0.002189	0.724786	-3521.506
11548	0.018531	0.022949	0.001249	0.002685	0.510592	-3521.783
11552	0.019278	0.021205	0.000907	0.002685	0.364223	-3489.583
11556	0.017528	0.021160	0.001697	0.002685	0.470395	-3488.230
11560	0.016674	0.017143	0.001869	0.002685	0.470395	-3485.452
11564	0.016380	0.016450	0.001945	0.002685	0.603186	-3490.338
11568	0.018360	0.019010	0.002129	0.002685	0.401653	-3486.121
11572	0.016295	0.017233	0.001451	0.002497	0.187110	-3501.452
11576	0.018151	0.017410	0.001435	0.002756	0.334524	-3481.305
11580	0.021862	0.021208	0.002009	0.003198	0.493301	-3504.946
11584	0.020580	0.021719	0.001731	0.003198	0.537794	-3504.235
11588	0.018191	0.018276	0.002144	0.002566	0.537794	-3506.799
11592	0.015327	0.015596	0.001305	0.002353	0.582504	-3528.378
11596	0.019156	0.018657	0.001161	0.002597	0.582504	-3526.111
11600	0.027170	0.033191	0.002890	0.003741	0.496180	-3520.645
11604	0.020601	0.023944	0.002359	0.003164	0.496180	-3501.056
11608	0.018611	0.016933	0.001711	0.002691	0.442455	-3516.732
11612	0.018658	0.017316	0.001401	0.002691	0.442455	-3526.204
11616	0.022725	0.022677	0.002016	0.003453	0.392647	-3505.877
11620	0.022566	0.024167	0.003286	0.003453	0.559691	-3511.331
11624	0.021149	0.027933	0.002341	0.003193	0.498173	-3512.668
